Player	season	compound_mean_mean	compound_mean_std	user_count	Race	From	To	Pos_x	Ht	Wt	Birth Date	Colleges	Rk	Pos_y	Age	G	MP	PER	TS%	3PAr	FTr	ORB%	DRB%	TRBP	ASTP	STLP	BLKP	TOVP	USG%	OWS	DWS	WS	WS/48	OBPM	DBPM	BPM	VORP	Tm	FG	FGA	FG%	3P	3PA	ThreePP	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PPG	year	Wins	total_population	metro_percent_white	metro_percent_black	clinton_vote_lead	salary	standard_salary	experience	youth	oldness	rookie	white_black_diff	height_dummies
channing frye	2016	0.13575477855477852	0.43567468744735277	286	B	2006.0	2018.0	C-F	83.0	255.0	May 17, 1983	University of Arizona	141.0	C	33.0	74.0	1398.0	15.6	0.612	0.644	0.142	3.0	19.3	11.4	4.9	1.2	2.1	8.8	19.3	2.3	1.4	3.7	0.125	0.8	-1.5	-0.6	0.5	CLE	3.2	7.0	0.458	1.9	4.5	0.409	1.4	2.5	0.546	0.589	0.9	1.0	0.851	0.5	3.4	3.9	0.6	0.4	0.5	0.7	1.9	9.1	2017.0	51.0	2061630.0	74.0	20.0	0.3499	7806971.0	52.859206759399996	11.0	0.0	6.266602962255135	False	54.0	tall
channing frye	2017	0.10638088191662966	0.4197855336660159	321	B	2006.0	2018.0	C-F	83.0	255.0	May 17, 1983	University of Arizona	166.0	C	34.0	53.0	695.0	13.1	0.599	0.542	0.09	1.9	19.4	10.8	7.9	1.3	1.6	8.7	15.2	0.9	0.6	1.5	0.101	-0.7	-1.0	-1.7	0.1	CLE	2.0	4.0	0.491	0.7	2.2	0.339	1.2	1.8	0.67	0.583	0.3	0.4	0.895	0.2	2.3	2.5	0.7	0.3	0.2	0.4	1.3	5.0	2018.0	50.0	2061630.0	74.0	20.0	0.3499	7420912.0	52.19324757186547	12.0	0.0	7.266602962255135	False	54.0	tall
charles cooke	2017	0.13421304761904762	0.47056598779144426	175	B	2018.0	2018.0	G	77.0	196.0	July 1, 1994	University of Dayton	109.0	SG	23.0	13.0	38.0	-5.1	0.202	0.5710000000000001	0.14300000000000002	0.0	5.5	2.9	3.2	1.3	0.0	6.3	18.1	-0.2	0.0	-0.2	-0.239	-10.8	-3.8	-14.6	-0.1	NOP	0.2	1.1	0.14300000000000002	0.1	0.6	0.125	0.1	0.5	0.16699999999999998	0.179	0.1	0.2	0.5	0.0	0.2	0.2	0.1	0.1	0.0	0.1	0.0	0.5	2018.0	48.0	1250247.0	58.2	34.9	0.66	77250.0	16.671497898921558	0.0	3.733397037744865	0.0	True	23.300000000000004	medium
charlie villanueva	2013	-0.062106290322580665	0.49527224028226075	62	B	2006.0	2016.0	F	83.0	232.0	August 24, 1984	University of Connecticut	447.0	PF	29.0	20.0	180.0	12.7	0.469	0.609	0.152	3.5	17.9	10.3	5.5	1.1	2.2	6.7	25.0	0.0	0.1	0.1	0.034	-1.2	-4.0	-5.2	-0.1	DET	1.8	4.6	0.38	0.7	2.8	0.25	1.1	1.8	0.583	0.457	0.4	0.7	0.5710000000000001	0.3	1.4	1.7	0.3	0.2	0.3	0.4	0.8	4.6	2014.0	29.0	4296731.0	69.9	22.4	0.3726	8580000.0	54.12174889243105	8.0	0.0	2.266602962255135	False	47.50000000000001	tall
charlie villanueva	2014	0.036914054726368155	0.47856660445453314	134	B	2006.0	2016.0	F	83.0	232.0	August 24, 1984	University of Connecticut	455.0	PF	30.0	64.0	678.0	17.4	0.534	0.61	0.097	4.8	19.3	12.1	4.7	1.1	2.6	6.9	26.7	0.6	0.7	1.4	0.096	1.2	-3.1	-1.8	0.0	DAL	2.3	5.7	0.414	1.3	3.5	0.376	1.0	2.2	0.475	0.529	0.3	0.5	0.5710000000000001	0.5	1.9	2.3	0.3	0.2	0.3	0.4	1.0	6.3	2015.0	50.0	6957123.0	69.7	15.3	0.2624	1316809.0	33.87510862741645	9.0	0.0	3.266602962255135	False	54.400000000000006	tall
charlie villanueva	2015	0.02328316655722557	0.46948934186090585	178	B	2006.0	2016.0	F	83.0	232.0	August 24, 1984	University of Connecticut	439.0	PF	31.0	62.0	665.0	11.9	0.473	0.526	0.073	4.0	21.1	12.5	6.2	1.4	1.9	8.4	25.3	-0.6	0.8	0.2	0.016	-2.8	-1.8	-4.6	-0.4	DAL	2.0	5.3	0.382	0.8	2.8	0.273	1.3	2.5	0.503	0.454	0.4	0.4	0.917	0.4	2.1	2.5	0.4	0.3	0.2	0.5	1.1	5.1	2016.0	42.0	6957123.0	69.7	15.3	0.2624	1499187.0	34.99161214557006	10.0	0.0	4.266602962255135	False	54.400000000000006	tall
chase budinger	2013	0.14741753623188408	0.4146978455907854	115	W	2010.0	2016.0	F	79.0	209.0	May 22, 1988	University of Arizona	70.0	SF	25.0	41.0	751.0	9.7	0.505	0.472	0.154	2.7	12.5	7.5	6.2	1.2	0.2	8.1	16.7	0.3	0.6	0.9	0.059	-1.3	-1.3	-2.6	-0.1	MIN	2.4	6.2	0.394	1.0	2.9	0.35	1.4	3.3	0.433	0.476	0.8	1.0	0.821	0.5	2.0	2.5	0.8	0.5	0.0	0.6	1.4	6.7	2014.0	40.0	3488436.0	80.3	7.8	0.3531	5000000.0	47.28708045015879	4.0	1.733397037744865	0.0	False	72.5	medium
chase budinger	2014	0.08999073636076947	0.38557126654903306	151	W	2010.0	2016.0	F	79.0	209.0	May 22, 1988	University of Arizona	69.0	SF	26.0	67.0	1286.0	12.2	0.537	0.3670000000000001	0.208	2.8	15.1	8.8	8.0	1.7	0.6	10.3	16.3	1.1	0.2	1.3	0.049	-0.9	-1.9	-2.8	-0.3	MIN	2.5	5.8	0.433	0.8	2.1	0.364	1.7	3.7	0.474	0.5	1.0	1.2	0.8270000000000001	0.5	2.5	3.0	1.0	0.7	0.1	0.7	1.1	6.8	2015.0	16.0	3488436.0	80.3	7.8	0.3531	5000000.0	47.28708045015879	5.0	0.7333970377448651	0.0	False	72.5	medium
chase budinger	2015	0.1435960774818402	0.450776689996959	177	W	2010.0	2016.0	F	79.0	209.0	May 22, 1988	University of Arizona	67.0	SF	27.0	66.0	929.0	10.7	0.514	0.36	0.234	5.0	12.6	8.8	10.2	1.7	0.9	14.3	14.5	0.4	1.0	1.4	0.073	-2.0	0.3	-1.7	0.1	IND	1.6	3.6	0.435	0.4	1.3	0.279	1.2	2.3	0.523	0.485	0.6	0.8	0.696	0.7	1.6	2.3	1.0	0.5	0.2	0.7	0.9	4.1	2016.0	45.0	1968768.0	77.4	14.9	0.2283	5258082.0	47.88581007188304	6.0	0.0	0.2666029622551349	False	62.50000000000001	medium
chasson randle	2016	0.23300416666666665	0.39327381188864363	12	B	2017.0	2017.0	G	74.0	185.0	February 5, 1993	Stanford University	369.0	PG	23.0	26.0	299.0	13.6	0.586	0.48	0.439	2.2	9.4	5.8	16.8	1.5	0.5	14.0	19.7	0.5	0.1	0.7	0.106	0.3	-2.9	-2.6	0.0	NYK	1.5	3.8	0.408	0.6	1.8	0.34	0.9	2.0	0.471	0.49	1.6	1.7	0.953	0.2	1.0	1.2	1.3	0.3	0.1	0.7	1.5	5.3	2017.0	31.0	20031443.0	58.7	17.1	0.772	541170.0	27.12273172554004	0.0	3.733397037744865	0.0	True	41.6	medium
chauncey billups	2013	0.13424252136752132	0.4166958479101585	78	B	1998.0	2014.0	G	75.0	202.0	September 25, 1976	University of Colorado	48.0	SG	37.0	19.0	309.0	5.3	0.4270000000000001	0.608	0.152	1.3	8.9	4.9	18.7	1.3	0.3	22.9	15.1	-0.3	0.1	-0.3	-0.042	-3.8	-2.4	-6.3	-0.3	DET	1.3	4.2	0.304	0.7	2.5	0.292	0.5	1.6	0.32299999999999995	0.392	0.5	0.6	0.833	0.2	1.3	1.5	2.2	0.4	0.1	1.3	1.3	3.8	2014.0	29.0	4296731.0	69.9	22.4	0.3726	2500000.0	39.76353643835253	16.0	0.0	10.266602962255135	False	47.50000000000001	medium
cheick diallo	2016	0.23469269230769238	0.44192464958232586	26	B	2017.0	2018.0	F	81.0	220.0	September 13, 1996	University of Kansas	109.0	PF	20.0	17.0	199.0	16.8	0.51	0.0	0.276	12.1	26.7	19.4	3.2	1.0	2.9	7.6	20.5	0.2	0.3	0.5	0.111	-4.6	-1.0	-5.6	-0.2	NOP	2.1	4.5	0.474	0.0	0.0	0.3039339968569935	2.1	4.5	0.474	0.474	0.9	1.2	0.7140000000000001	1.4	2.9	4.3	0.2	0.2	0.4	0.4	1.0	5.1	2017.0	34.0	1250247.0	58.2	34.9	0.66	543471.0	27.151516646344124	0.0	6.733397037744865	0.0	True	23.300000000000004	tall
cheick diallo	2017	0.16001872340425535	0.37283780520440685	47	B	2017.0	2018.0	F	81.0	220.0	September 13, 1996	University of Kansas	131.0	PF	21.0	52.0	581.0	17.0	0.619	0.0	0.375	9.1	29.6	19.7	4.7	0.9	2.9	12.0	17.4	1.1	0.8	1.9	0.157	-2.8	-0.3	-3.1	-0.2	NOP	2.0	3.4	0.58	0.0	0.0	0.3039339968569935	2.0	3.4	0.58	0.58	1.0	1.3	0.758	0.9	3.2	4.1	0.4	0.2	0.4	0.5	1.6	4.9	2018.0	48.0	1250247.0	58.2	34.9	0.66	1312611.0	33.84807774580978	1.0	5.733397037744865	0.0	True	23.300000000000004	tall
chinanu onuaku	2016	-0.0014379629629629603	0.35718679565629013	12	B	2017.0	2018.0	F-C	82.0	245.0	November 1, 1996	University of Louisville	342.0	C	20.0	5.0	52.0	12.3	0.799	0.0	0.5710000000000001	4.2	16.8	10.5	7.8	2.8	1.6	31.3	10.4	0.1	0.1	0.1	0.123	-2.4	1.8	-0.6	0.0	HOU	1.0	1.4	0.7140000000000001	0.0	0.0	0.3039339968569935	1.0	1.4	0.7140000000000001	0.7140000000000001	0.8	0.8	1.0	0.4	1.6	2.0	0.6	0.6	0.2	0.8	1.2	2.8	2017.0	55.0	6482592.0	65.7	17.2	0.124	543471.0	27.151516646344124	0.0	6.733397037744865	0.0	True	48.5	tall
chris andersen	2013	0.15672837837837836	0.39369899785039886	37	W	2002.0	2017.0	F-C	82.0	245.0	July 7, 1978	Blinn College	13.0	C	35.0	72.0	1396.0	18.5	0.6829999999999999	0.044	0.615	12.1	21.7	17.1	2.1	1.2	6.1	13.2	13.8	3.8	2.2	6.0	0.205	0.1	1.5	1.6	1.3	MIA	2.5	3.8	0.644	0.0	0.2	0.25	2.4	3.7	0.662	0.649	1.7	2.3	0.71	1.8	3.5	5.3	0.3	0.4	1.3	0.7	2.3	6.6	2014.0	54.0	5926955.0	71.1	21.4	0.2956	6217507.0	49.9348869189888	12.0	0.0	8.266602962255135	False	49.699999999999996	tall
chris andersen	2014	0.17317698412698415	0.44559851393865607	21	W	2002.0	2017.0	F-C	82.0	245.0	July 7, 1978	Blinn College	14.0	C	36.0	60.0	1132.0	16.1	0.622	0.063	0.551	8.2	23.2	15.9	6.1	1.2	4.6	13.5	12.3	2.1	1.5	3.6	0.151	-1.2	2.3	1.0	0.9	MIA	2.0	3.5	0.58	0.1	0.2	0.308	1.9	3.2	0.598	0.589	1.3	1.9	0.667	1.3	3.7	5.0	0.7	0.4	1.0	0.7	1.5	5.3	2015.0	37.0	5926955.0	71.1	21.4	0.2956	5300000.0	47.98096379444944	13.0	0.0	9.266602962255135	False	49.699999999999996	tall
chris andersen	2016	0.09749999999999998	0.4656639413952829	20	W	2002.0	2017.0	F-C	82.0	245.0	July 7, 1978	Blinn College	11.0	C	38.0	12.0	114.0	11.6	0.4970000000000001	0.136	0.636	9.0	20.6	15.0	5.9	2.2	5.0	15.1	13.0	0.1	0.2	0.2	0.102	-3.8	3.0	-0.9	0.0	CLE	0.8	1.8	0.409	0.0	0.3	0.0	0.8	1.6	0.474	0.409	0.8	1.2	0.7140000000000001	0.8	1.8	2.6	0.4	0.4	0.6	0.4	1.7	2.3	2017.0	51.0	2061630.0	74.0	20.0	0.3499	1551659.0	35.29385289319474	15.0	0.0	11.266602962255135	False	54.0	tall
chris bosh	2013	0.12582787673279283	0.3777724244677731	869	B	2004.0	2016.0	F-C	83.0	235.0	March 24, 1984	Georgia Institute of Technology	60.0	C	29.0	79.0	2531.0	19.0	0.597	0.229	0.285	5.1	20.3	13.0	5.8	1.7	2.7	10.4	22.6	4.6	3.4	8.0	0.152	0.5	0.0	0.5	1.6	MIA	6.2	12.1	0.516	0.9	2.8	0.339	5.3	9.3	0.569	0.555	2.8	3.4	0.82	1.2	5.4	6.6	1.1	1.0	1.0	1.6	2.4	16.2	2014.0	54.0	5926955.0	71.1	21.4	0.2956	19067500.0	66.08051800595278	10.0	0.0	2.266602962255135	False	49.699999999999996	tall
chris bosh	2014	0.17939635795955894	0.39380268826407633	728	B	2004.0	2016.0	F-C	83.0	235.0	March 24, 1984	Georgia Institute of Technology	59.0	C	30.0	44.0	1556.0	19.8	0.5479999999999999	0.226	0.311	3.6	20.0	12.0	12.0	1.4	1.4	10.1	28.4	2.1	1.5	3.6	0.111	1.0	-1.0	-0.1	0.8	MIA	7.8	16.9	0.46	1.4	3.8	0.375	6.4	13.1	0.485	0.503	4.1	5.3	0.772	1.0	6.0	7.0	2.2	0.9	0.6	2.2	1.6	21.1	2015.0	37.0	5926955.0	71.1	21.4	0.2956	20644400.0	67.40631201032778	11.0	0.0	3.266602962255135	False	49.699999999999996	tall
chris bosh	2015	0.17128415848611994	0.4162561111487834	894	B	2004.0	2016.0	F-C	83.0	235.0	March 24, 1984	Georgia Institute of Technology	58.0	PF	31.0	53.0	1778.0	20.2	0.5710000000000001	0.289	0.349	3.2	21.1	12.4	12.1	1.0	1.5	8.1	24.7	4.1	2.3	6.4	0.172	2.3	-0.3	2.1	1.8	MIA	6.8	14.5	0.467	1.5	4.2	0.365	5.2	10.3	0.508	0.52	4.0	5.1	0.795	0.9	6.5	7.4	2.4	0.7	0.6	1.5	1.9	19.1	2016.0	48.0	5926955.0	71.1	21.4	0.2956	22192730.0	68.63611328448195	12.0	0.0	4.266602962255135	False	49.699999999999996	tall
chris copeland	2013	0.10653850390902633	0.37902305733865005	67	B	2013.0	2016.0	F	81.0	239.0	March 17, 1984	University of Colorado	101.0	SF	29.0	41.0	265.0	17.6	0.621	0.675	0.12	3.1	10.1	6.8	12.6	0.6	2.0	10.2	23.7	0.6	0.4	1.0	0.18600000000000005	3.5	-2.1	1.4	0.2	IND	1.3	2.9	0.47	0.8	1.9	0.418	0.5	0.9	0.579	0.611	0.2	0.3	0.7140000000000001	0.2	0.6	0.8	0.4	0.1	0.2	0.3	0.9	3.7	2014.0	56.0	1968768.0	77.4	14.9	0.2283	3000000.0	41.61791450287817	1.0	0.0	2.266602962255135	True	62.50000000000001	tall
chris copeland	2014	-0.03535763888888888	0.4743999839426317	72	B	2013.0	2016.0	F	81.0	239.0	March 17, 1984	University of Colorado	102.0	SF	30.0	50.0	828.0	7.4	0.468	0.539	0.145	3.1	11.7	7.4	9.9	0.7	1.0	15.2	21.3	-0.9	0.8	-0.1	-0.008	-2.8	-1.5	-4.3	-0.5	IND	2.2	6.2	0.361	1.0	3.3	0.311	1.2	2.9	0.42	0.445	0.7	0.9	0.733	0.5	1.8	2.2	1.0	0.2	0.2	1.2	1.6	6.2	2015.0	38.0	1968768.0	77.4	14.9	0.2283	3130000.0	42.06162860964151	2.0	0.0	3.266602962255135	False	62.50000000000001	tall
chris copeland	2015	-0.024427651515151493	0.46514935961350323	16	B	2013.0	2016.0	F	81.0	239.0	March 17, 1984	University of Colorado	95.0	PF	31.0	24.0	156.0	5.4	0.462	0.706	0.13699999999999998	0.7	6.5	3.7	10.3	0.7	0.0	10.0	17.3	-0.1	0.0	-0.1	-0.017	-2.5	-5.2	-7.7	-0.2	MIL	0.7	2.1	0.333	0.4	1.5	0.278	0.3	0.6	0.467	0.431	0.3	0.3	0.857	0.0	0.4	0.4	0.5	0.1	0.0	0.3	0.7	2.1	2016.0	33.0	1571730.0	73.8	16.6	0.3745	1150000.0	32.74722170622053	3.0	0.0	4.266602962255135	False	57.199999999999996	tall
chris johnson	2013	0.2854666666666667	0.31708811890626737	12	B	2011.0	2013.0	C	83.0	210.0	July 15, 1985	Louisiana State University	236.0	SF	23.0	40.0	789.0	10.8	0.537	0.593	0.201	4.3	9.8	7.0	6.0	1.8	0.4	8.6	14.3	0.9	0.5	1.4	0.085	0.1	-0.9	-0.8	0.2	BOS	2.1	5.4	0.397	1.1	3.2	0.339	1.1	2.2	0.483	0.498	0.9	1.1	0.86	0.8	1.7	2.4	0.8	0.7	0.1	0.6	1.6	6.3	2014.0	25.0	4728844.0	77.3	8.0	0.3815	916099.0	30.937527496513376	3.0	3.733397037744865	0.0	False	69.3	tall
chris johnson	2013	0.2854666666666667	0.31708811890626737	12	B	2013.0	2016.0	F-G	78.0	206.0	April 29, 1990	University of Dayton	236.0	SF	23.0	40.0	789.0	10.8	0.537	0.593	0.201	4.3	9.8	7.0	6.0	1.8	0.4	8.6	14.3	0.9	0.5	1.4	0.085	0.1	-0.9	-0.8	0.2	BOS	2.1	5.4	0.397	1.1	3.2	0.339	1.1	2.2	0.483	0.498	0.9	1.1	0.86	0.8	1.7	2.4	0.8	0.7	0.1	0.6	1.6	6.3	2014.0	25.0	4728844.0	77.3	8.0	0.3815	916099.0	30.937527496513376	1.0	3.733397037744865	0.0	True	69.3	medium
chris johnson	2014	-0.02047499999999999	0.42669339082381774	12	B	2011.0	2013.0	C	83.0	210.0	July 15, 1985	Louisiana State University	244.0	SF	24.0	29.0	526.0	10.2	0.515	0.617	0.104	1.7	10.2	5.9	4.6	2.6	1.1	8.5	15.0	0.2	0.6	0.8	0.07400000000000001	-1.6	-0.6	-2.2	0.0	UTA	2.1	5.3	0.403	1.0	3.3	0.295	1.2	2.0	0.5760000000000001	0.494	0.5	0.6	0.875	0.3	1.6	1.9	0.5	0.9	0.2	0.5	1.5	5.7	2015.0	38.0	1154504.0	81.7	1.6	0.1022			4.0	2.733397037744865	0.0	False	80.10000000000001	tall
chris johnson	2014	-0.02047499999999999	0.42669339082381774	12	B	2013.0	2016.0	F-G	78.0	206.0	April 29, 1990	University of Dayton	244.0	SF	24.0	29.0	526.0	10.2	0.515	0.617	0.104	1.7	10.2	5.9	4.6	2.6	1.1	8.5	15.0	0.2	0.6	0.8	0.07400000000000001	-1.6	-0.6	-2.2	0.0	UTA	2.1	5.3	0.403	1.0	3.3	0.295	1.2	2.0	0.5760000000000001	0.494	0.5	0.6	0.875	0.3	1.6	1.9	0.5	0.9	0.2	0.5	1.5	5.7	2015.0	38.0	1154504.0	81.7	1.6	0.1022			2.0	2.733397037744865	0.0	False	80.10000000000001	medium
chris johnson	2015	0.027586904761904778	0.44544207884518705	14	B	2011.0	2013.0	C	83.0	210.0	July 15, 1985	Louisiana State University	229.0	SF	25.0	70.0	857.0	8.2	0.482	0.51	0.21600000000000005	3.7	14.3	9.0	8.0	2.0	2.0	15.8	13.6	-0.1	1.2	1.1	0.059	-2.7	1.3	-1.4	0.1	UTA	1.0	2.8	0.371	0.4	1.4	0.273	0.6	1.4	0.474	0.441	0.5	0.6	0.81	0.4	1.5	1.9	0.6	0.5	0.3	0.6	1.4	2.9	2016.0	40.0	1154504.0	81.7	1.6	0.1022			5.0	1.733397037744865	0.0	False	80.10000000000001	tall
chris johnson	2015	0.027586904761904778	0.44544207884518705	14	B	2013.0	2016.0	F-G	78.0	206.0	April 29, 1990	University of Dayton	229.0	SF	25.0	70.0	857.0	8.2	0.482	0.51	0.21600000000000005	3.7	14.3	9.0	8.0	2.0	2.0	15.8	13.6	-0.1	1.2	1.1	0.059	-2.7	1.3	-1.4	0.1	UTA	1.0	2.8	0.371	0.4	1.4	0.273	0.6	1.4	0.474	0.441	0.5	0.6	0.81	0.4	1.5	1.9	0.6	0.5	0.3	0.6	1.4	2.9	2016.0	40.0	1154504.0	81.7	1.6	0.1022			3.0	1.733397037744865	0.0	False	80.10000000000001	medium
chris kaman	2013	0.06658190364092909	0.39782005820076094	177	W	2004.0	2016.0	C	84.0	265.0	April 28, 1982	Central Michigan University	248.0	C	31.0	39.0	736.0	17.0	0.537	0.009000000000000001	0.197	7.8	25.4	16.6	14.1	0.7	3.9	16.4	26.7	-0.2	0.7	0.5	0.036000000000000004	-3.1	0.7	-2.4	-0.1	LAL	4.5	8.9	0.509	0.0	0.1	0.0	4.5	8.8	0.513	0.509	1.3	1.7	0.765	1.4	4.5	5.9	1.5	0.3	1.0	1.9	2.4	10.4	2014.0	27.0	13189366.0	55.0	6.7	0.4802	3183000.0	42.238565434339584	10.0	0.0	4.266602962255135	False	48.3	tall
chris kaman	2014	0.13162894354095805	0.3934746444812954	224	W	2004.0	2016.0	C	84.0	265.0	April 28, 1982	Central Michigan University	257.0	C	32.0	74.0	1398.0	17.3	0.537	0.0	0.18600000000000005	11.6	25.2	18.5	7.8	0.7	2.8	15.4	22.5	1.1	2.2	3.3	0.112	-2.5	1.1	-1.4	0.2	POR	3.8	7.4	0.515	0.0	0.0	0.3039339968569935	3.8	7.4	0.515	0.515	1.0	1.4	0.706	2.0	4.5	6.5	0.9	0.2	0.7	1.5	1.9	8.6	2015.0	51.0	2351319.0	81.9	2.8	0.5833	4800000.0	46.80694638641432	11.0	0.0	5.266602962255135	False	79.10000000000001	tall
chris kaman	2015	0.09408659474206348	0.4101311673671529	96	W	2004.0	2016.0	C	84.0	265.0	April 28, 1982	Central Michigan University	243.0	C	33.0	16.0	112.0	11.1	0.496	0.093	0.07	6.8	16.5	11.6	15.8	0.4	0.7	15.3	20.4	0.0	0.1	0.1	0.037000000000000005	-3.3	-1.9	-5.1	-0.1	POR	1.3	2.7	0.465	0.1	0.3	0.25	1.2	2.4	0.487	0.477	0.2	0.2	1.0	0.4	1.1	1.5	0.7	0.1	0.1	0.5	0.9	2.8	2016.0	44.0	2351319.0	81.9	2.8	0.5833	5000000.0	47.28708045015879	12.0	0.0	6.266602962255135	False	79.10000000000001	tall
chris paul	2013	0.0639019706031402	0.41047302282923953	1181	B	2006.0	2018.0	G	72.0	175.0	May 6, 1985	Wake Forest University	349.0	PG	28.0	62.0	2171.0	25.9	0.58	0.244	0.397	2.0	11.4	6.9	48.9	3.5	0.1	12.4	23.7	9.0	3.2	12.2	0.27	6.8	0.6	7.4	5.2	LAC	6.5	14.0	0.467	1.3	3.4	0.368	5.3	10.6	0.498	0.511	4.8	5.6	0.855	0.6	3.7	4.3	10.7	2.5	0.1	2.3	2.5	19.1	2014.0	57.0	13189366.0	55.0	6.7	0.4802	18668431.0	65.73201636966517	8.0	0.0	1.266602962255135	False	48.3	short
chris paul	2014	0.10201219581224799	0.39679515411087074	1617	B	2006.0	2018.0	G	72.0	175.0	May 6, 1985	Wake Forest University	361.0	PG	29.0	82.0	2857.0	26.0	0.596	0.298	0.274	2.1	12.5	7.4	47.4	2.8	0.4	12.7	23.7	12.9	3.2	16.1	0.27	7.5	0.0	7.5	6.9	LAC	6.9	14.3	0.485	1.7	4.3	0.398	5.2	10.0	0.523	0.545	3.5	3.9	0.9	0.6	4.0	4.6	10.2	1.9	0.2	2.3	2.5	19.1	2015.0	56.0	13189366.0	55.0	6.7	0.4802	20068563.0	66.93127051675506	9.0	0.0	2.266602962255135	False	48.3	short
chris paul	2015	0.09649930150995009	0.42839910593260777	1288	B	2006.0	2018.0	G	72.0	175.0	May 6, 1985	Wake Forest University	348.0	PG	30.0	74.0	2420.0	26.2	0.575	0.295	0.294	1.8	12.0	7.0	52.7	3.1	0.4	13.4	27.1	9.2	3.5	12.7	0.253	7.3	0.5	7.8	6.0	LAC	7.0	15.1	0.462	1.6	4.4	0.371	5.3	10.6	0.501	0.517	4.0	4.4	0.8959999999999999	0.5	3.7	4.2	10.0	2.1	0.2	2.6	2.5	19.5	2016.0	53.0	13189366.0	55.0	6.7	0.4802	21468695.0	68.06931991059886	10.0	0.0	3.266602962255135	False	48.3	short
chris paul	2016	0.13827496697707137	0.3994101690190493	1681	B	2006.0	2018.0	G	72.0	175.0	May 6, 1985	Wake Forest University	351.0	PG	31.0	61.0	1921.0	26.2	0.614	0.385	0.331	2.4	15.0	8.9	46.8	3.1	0.3	14.0	24.4	7.9	2.6	10.6	0.264	7.8	1.1	8.8	5.3	LAC	6.1	12.9	0.476	2.0	5.0	0.411	4.1	7.9	0.518	0.555	3.8	4.3	0.892	0.7	4.3	5.0	9.2	2.0	0.1	2.4	2.4	18.1	2017.0	51.0	13189366.0	55.0	6.7	0.4802	22868827.0	69.15299153417891	11.0	0.0	4.266602962255135	False	48.3	short
chris paul	2017	0.13923451732902936	0.39208756261251554	2801	B	2006.0	2018.0	G	72.0	175.0	May 6, 1985	Wake Forest University	396.0	PG	32.0	58.0	1847.0	24.4	0.604	0.475	0.277	2.3	16.7	9.5	40.9	2.6	0.6	12.5	24.5	7.5	2.7	10.2	0.265	6.2	0.9	7.1	4.3	HOU	6.3	13.8	0.46	2.5	6.5	0.38	3.8	7.2	0.532	0.55	3.5	3.8	0.919	0.6	4.8	5.4	7.9	1.7	0.2	2.2	2.4	18.6	2018.0	65.0	6482592.0	65.7	17.2	0.124	24268959.0	70.18798700342073	12.0	0.0	5.266602962255135	False	48.5	short
chris singleton	2013	-0.051515740740740744	0.3867725228863557	18	B	2012.0	2014.0	F	80.0	230.0	November 21, 1989	Florida State University	396.0	SF	24.0	25.0	250.0	8.8	0.481	0.284	0.373	8.2	17.5	12.8	3.5	1.9	1.0	17.9	17.2	-0.2	0.3	0.2	0.033	-4.8	-0.9	-5.6	-0.2	WAS	1.0	2.7	0.373	0.3	0.8	0.368	0.7	1.9	0.375	0.425	0.7	1.0	0.72	0.7	1.5	2.2	0.2	0.4	0.1	0.7	1.0	3.0	2014.0	44.0	6011752.0	55.1	25.4	0.3622	1707720.0	36.14965577272265	2.0	2.733397037744865	0.0	False	29.700000000000003	tall
christian wood	2015	0.10019805555555555	0.48426939558803334	90	B	2016.0	2017.0	F	83.0	220.0	September 27, 1995	University of Nevada, Las Vegas	466.0	PF	20.0	17.0	145.0	16.4	0.49	0.208	0.396	9.4	19.4	14.3	3.5	1.7	3.7	3.1	19.4	0.2	0.1	0.3	0.097	-2.9	-1.6	-4.5	-0.1	PHI	1.3	3.1	0.415	0.2	0.6	0.364	1.1	2.5	0.429	0.453	0.8	1.2	0.619	0.8	1.5	2.2	0.2	0.3	0.4	0.1	0.6	3.6	2016.0	10.0	6047721.0	67.5	20.9	0.6691	339762.0	24.143137129236635	0.0	6.733397037744865	0.0	True	46.6	tall
christian wood	2016	0.2094554929577465	0.45073914500767903	71	B	2016.0	2017.0	F	83.0	220.0	September 27, 1995	University of Nevada, Las Vegas	474.0	PF	21.0	13.0	107.0	15.1	0.591	0.217	0.652	14.3	15.5	14.9	2.8	1.4	4.9	19.1	15.4	0.1	0.1	0.3	0.125	-2.5	0.6	-2.0	0.0	CHO	0.9	1.8	0.522	0.0	0.4	0.0	0.9	1.4	0.667	0.522	0.8	1.2	0.733	1.1	1.2	2.2	0.2	0.2	0.5	0.5	0.8	2.7	2017.0	36.0	2381152.0	68.4	22.2	0.2987	874636.0	30.58136295638701	1.0	5.733397037744865	0.0	True	46.2	tall
